RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
379393,200962113,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/20/2009 10:23:00 AM,02/19/2009 09:00:00 PM,02/20/2009 07:30:00 AM,28XX BLOCK OF E OLIVE ST,C,C3,7700.1025,-122.295502899,47.616451024,"(47.616451024, -122.295502899)",2,2009
379609,200961602,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/19/2009 08:28:00 PM,02/18/2009 03:00:00 PM,02/19/2009 05:00:00 PM,77XX BLOCK OF 9 AV NW,J,J2,3000.1011,-122.368332851,47.686008628,"(47.686008628, -122.368332851)",2,2009
379769,200959647,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2009 01:45:00 PM,02/17/2009 06:30:00 PM,02/18/2009 08:30:00 AM,7XX BLOCK OF E DENNY WY,E,E2,7402.2001,-122.322862026,47.618730297,"(47.618730297, -122.322862026)",2,2009
379823,200959536,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/18/2009 08:39:00 AM,02/13/2009 08:00:00 AM,02/17/2009 08:00:00 AM,43XX BLOCK OF 11 AV NE,U,U2,5301.3004,-122.316597948,47.660564235,"(47.660564235, -122.316597948)",2,2009
379920,200958891,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/17/2009 05:30:00 PM,02/16/2009 02:30:00 PM,02/16/2009 05:30:00 PM,21XX BLOCK OF N NORTHLAKE WY,B,B3,5400.2012,-122.332493902,47.64829623,"(47.64829623, -122.332493902)",2,2009
380070,200957550,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/16/2009 03:40:00 PM,02/13/2009 05:00:00 PM,02/16/2009 12:00:00 PM,14XX BLOCK OF 12 AV,E,E2,7500.4008,-122.316784623,47.613496501,"(47.613496501, -122.316784623)",2,2009
380253,200956615,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/15/2009 07:09:00 PM,02/15/2009 11:00:00 AM,02/15/2009 03:30:00 PM,2XX BLOCK OF HARVARD AV E,E,E1,7402.1000,-122.322215422,47.620482267,"(47.620482267, -122.322215422)",2,2009
380451,200953757,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/13/2009 10:18:00 AM,02/12/2009 10:00:00 PM,02/13/2009 09:00:00 AM,32XX BLOCK OF SW AVALON WY,W,W2,9900.3002,-122.374195746,47.564075606,"(47.564075606, -122.374195746)",2,2009
380551,200952838,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2009 02:30:00 PM,02/08/2009 12:00:00 AM,02/11/2009 12:00:00 AM,1XX BLOCK OF DENNY WY,D,D1,8001.3001,-122.353751129,47.618595515,"(47.618595515, -122.353751129)",2,2009
380614,200952857,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/12/2009 04:44:00 PM,02/11/2009 11:00:00 PM,02/12/2009 10:45:00 AM,24XX BLOCK OF 1 AV,D,D1,8001.2007,-122.348279649,47.61441995,"(47.61441995, -122.348279649)",2,2009
380734,200951772,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/11/2009 06:47:00 PM,02/10/2009 05:45:00 PM,,21XX BLOCK OF NE 89 ST,U,U1,2100.3007,-122.304825916,47.69301675,"(47.69301675, -122.304825916)",2,2009
380904,200950049,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/10/2009 11:27:00 AM,02/09/2009 10:20:00 PM,02/10/2009 10:00:00 AM,27XX BLOCK OF 4 AV,D,D1,7200.3008,-122.348505983,47.618071312,"(47.618071312, -122.348505983)",2,2009
381024,200949098,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/09/2009 04:31:00 PM,02/07/2009 02:00:00 PM,02/08/2009 10:00:00 PM,31XX BLOCK OF S HOLLY ST,S,S1,11002.2031,-122.292353156,47.542648073,"(47.542648073, -122.292353156)",2,2009
381178,200947845,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/08/2009 12:54:00 PM,02/08/2009 11:00:00 AM,02/08/2009 12:30:00 PM,10XX BLOCK OF 4 AV,K,K1,8100.2023,-122.333235573,47.606444573,"(47.606444573, -122.333235573)",2,2009
381376,200945823,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/06/2009 08:16:00 PM,02/06/2009 08:16:00 PM,,64XX BLOCK OF 8 AV NW,B,B2,3400.1007,-122.366038068,47.675625398,"(47.675625398, -122.366038068)",2,2009
381519,200944602,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2009 09:30:00 PM,02/04/2009 11:30:00 AM,02/04/2009 05:00:00 PM,127XX BLOCK OF 39 AV NE,L,L3,100.3005,-122.286347621,47.721953295,"(47.721953295, -122.286347621)",2,2009
381552,200944413,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/05/2009 08:39:00 PM,02/05/2009 05:45:00 PM,02/05/2009 06:30:00 PM,15 AV NE / COWEN PL NE,U,U1,4400.1010,-122.311903272,47.672106232,"(47.672106232, -122.311903272)",2,2009
381727,200943079,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/04/2009 06:23:00 PM,01/30/2009 08:00:00 AM,,1XX BLOCK OF N BOWDOIN PL,B,B2,4800.3047,-122.35633504,47.654865661,"(47.654865661, -122.35633504)",2,2009
382086,200939902,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/02/2009 12:07:00 PM,01/27/2009 05:30:00 AM,01/27/2009 03:30:00 PM,6 AV / COLUMBIA ST,K,K1,8500.1023,-122.329385479,47.605590009,"(47.605590009, -122.329385479)",2,2009
382123,200939957,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,02/02/2009 12:48:00 PM,01/30/2009 02:00:00 PM,01/31/2009 02:00:00 PM,52XX BLOCK OF BROOKLYN AV NE,U,U1,4400.4001,-122.314168865,47.66749967,"(47.66749967, -122.314168865)",2,2009
382563,200936465,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/30/2009 01:43:00 PM,01/29/2009 08:30:00 AM,01/30/2009 10:00:00 AM,17XX BLOCK OF N 47 ST,B,B3,5000.1039,-122.33705093,47.662867154,"(47.662867154, -122.33705093)",1,2009
382621,200935606,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/29/2009 04:55:00 PM,01/29/2009 11:00:00 AM,,16XX BLOCK OF BOYLSTON AV,E,E1,8400.1002,-122.323426605,47.61579734,"(47.61579734, -122.323426605)",1,2009
383236,200931685,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/26/2009 01:45:00 PM,01/26/2009 09:00:00 AM,01/26/2009 09:10:00 AM,5 AV / PIKE ST,M,M3,8100.2005,-122.335573468,47.610677168,"(47.610677168, -122.335573468)",1,2009
383589,200929463,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/24/2009 03:36:00 PM,01/24/2009 02:00:00 PM,,123XX BLOCK OF 15 AV NE,L,L1,700.3004,-122.312648079,47.71850811,"(47.71850811, -122.312648079)",1,2009
383677,200927922,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/23/2009 01:19:00 PM,01/23/2009 01:00:00 AM,01/23/2009 08:00:00 AM,18XX BLOCK OF N 54 ST,B,B3,4600.2019,-122.335040053,47.667943135,"(47.667943135, -122.335040053)",1,2009
383713,200928019,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/23/2009 02:47:00 PM,01/22/2009 06:00:00 AM,01/22/2009 06:00:00 PM,BOREN AV / PIKE ST,E,E3,8300.2014,-122.32891446,47.613465763,"(47.613465763, -122.32891446)",1,2009
383860,200926671,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/22/2009 07:09:00 PM,01/18/2009 06:00:00 PM,01/19/2009 08:00:00 AM,4XX BLOCK OF VINE ST,D,D2,7200.3000,-122.34667535,47.617575829,"(47.617575829, -122.34667535)",1,2009
383933,200925659,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/21/2009 03:30:00 PM,01/21/2009 12:00:00 PM,01/21/2009 03:00:00 PM,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320826476,47.616987302,"(47.616987302, -122.320826476)",1,2009
384039,200925673,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/21/2009 04:02:00 PM,01/20/2009 08:00:00 PM,01/21/2009 01:00:00 PM,4XX BLOCK OF E HOWELL ST,E,E1,7402.3005,-122.326510327,47.6177382,"(47.6177382, -122.326510327)",1,2009
384077,200925257,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/21/2009 11:25:00 AM,01/20/2009 06:00:00 PM,01/21/2009 08:00:00 AM,32XX BLOCK OF FUHRMAN AV E,C,C1,6100.1006,-122.320893196,47.651154806,"(47.651154806, -122.320893196)",1,2009
384204,200924626,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/20/2009 08:11:00 PM,01/20/2009 02:00:00 PM,01/20/2009 05:00:00 PM,NE 43 ST / UNIVERSITY WY NE,U,U2,5301.3008,-122.313168448,47.659794713,"(47.659794713, -122.313168448)",1,2009
384605,200921073,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/17/2009 03:45:00 PM,01/16/2009 12:01:00 AM,01/16/2009 09:00:00 AM,46XX BLOCK OF 21 AV NE,U,U1,4302.1010,-122.305467498,47.662165383,"(47.662165383, -122.305467498)",1,2009
384720,200919662,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/16/2009 01:28:00 PM,01/12/2009 12:00:00 AM,01/16/2009 12:00:00 AM,1XX BLOCK OF PONTIUS AV N,D,D3,7300.2003,-122.332246173,47.619087268,"(47.619087268, -122.332246173)",1,2009
385879,200911075,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/09/2009 08:38:00 PM,01/09/2009 07:30:00 PM,01/09/2009 08:30:00 PM,61XX BLOCK OF S FOUNTAIN ST,S,S3,11900.3018,-122.256522542,47.503057768,"(47.503057768, -122.256522542)",1,2009
386162,20098406,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/07/2009 10:12:00 PM,10/01/2008 12:00:00 AM,12/15/2008 12:00:00 AM,92XX BLOCK OF 36 AV SW,W,W3,11600.4015,-122.378128599,47.520181353,"(47.520181353, -122.378128599)",1,2009
386306,20098191,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/07/2009 06:10:00 PM,01/06/2009 04:30:00 PM,01/07/2009 09:00:00 AM,4XX BLOCK OF TERRY AV,G,G1,8500.2011,-122.322663205,47.604947822,"(47.604947822, -122.322663205)",1,2009
386945,20092820,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/03/2009 12:00:00 PM,01/02/2009 10:00:00 PM,01/03/2009 11:00:00 AM,4XX BLOCK OF 20 AV,G,G2,8700.2002,-122.306335194,47.605666539,"(47.605666539, -122.306335194)",1,2009
387127,20091653,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,01/02/2009 01:17:00 PM,01/01/2009 10:30:00 PM,01/02/2009 09:00:00 AM,47XX BLOCK OF 30 AV NE,U,U3,4301.1010,-122.295614565,47.663916965,"(47.663916965, -122.295614565)",1,2009
387693,2008480486,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2008 03:56:00 PM,12/23/2008 03:56:00 PM,12/29/2008 12:00:00 PM,11XX BLOCK OF N 94 ST,N,N3,1300.3019,-122.343251397,47.697078414,"(47.697078414, -122.343251397)",12,2008
387729,2008480320,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2008 01:05:00 PM,12/27/2008 09:00:00 PM,12/28/2008 09:00:00 AM,20XX BLOCK OF W DRAVUS ST,Q,Q1,5802.1000,-122.382669739,47.648456916,"(47.648456916, -122.382669739)",12,2008
388337,2008473946,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/22/2008 04:00:00 PM,12/21/2008 11:00:00 PM,12/22/2008 09:30:00 AM,14XX BLOCK OF 1 AV N,Q,Q2,7000.1004,-122.355635396,47.631658641,"(47.631658641, -122.355635396)",12,2008
388356,2008473947,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/22/2008 11:19:00 AM,12/15/2008 10:00:00 AM,,29XX BLOCK OF 1 AV,D,D1,8001.3020,-122.35316864,47.617308877,"(47.617308877, -122.35316864)",12,2008
388439,2008472957,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/21/2008 09:42:00 AM,12/19/2008 10:00:00 PM,12/20/2008 02:00:00 AM,QUEEN ANNE AV N / BOSTON ST,Q,Q2,6800.2008,-122.356926683,47.638383858,"(47.638383858, -122.356926683)",12,2008
389054,2008467169,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/15/2008 06:27:00 PM,12/12/2008 12:01:00 AM,12/12/2008 07:00:00 AM,11XX BLOCK OF N 91 ST,N,N3,1800.3011,-122.343225922,47.694902295,"(47.694902295, -122.343225922)",12,2008
389169,2008466729,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/15/2008 02:17:00 PM,10/15/2008 06:30:00 PM,10/15/2008 09:00:00 PM,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320826476,47.616987302,"(47.616987302, -122.320826476)",12,2008
389193,2008465826,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/14/2008 12:37:00 PM,12/14/2008 09:10:00 AM,12/14/2008 12:30:00 PM,18XX BLOCK OF N 107 ST,N,N3,1300.1001,-122.335083505,47.706852163,"(47.706852163, -122.335083505)",12,2008
389403,2008464898,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/13/2008 03:57:00 PM,12/06/2008 12:00:00 AM,12/13/2008 03:57:00 PM,32XX BLOCK OF SW AVALON WY,W,W2,9900.3007,-122.374195746,47.564075606,"(47.564075606, -122.374195746)",12,2008
389483,2008463354,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/12/2008 12:51:00 PM,12/11/2008 11:00:00 PM,12/12/2008 10:00:00 AM,9XX BLOCK OF 10 AV E,C,C1,6500.2005,-122.320215996,47.627749236,"(47.627749236, -122.320215996)",12,2008
389540,2008463115,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/12/2008 08:56:00 AM,12/12/2008 05:35:00 AM,12/12/2008 05:45:00 AM,125XX BLOCK OF 4 AV NW,N,N1,500.2007,-122.362309193,47.720550239,"(47.720550239, -122.362309193)",12,2008
389606,2008461861,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/11/2008 10:59:00 AM,12/10/2008 09:00:00 PM,12/11/2008 09:00:00 AM,87XX BLOCK OF DAYTON AV N,J,J1,1701.2014,-122.352629784,47.693309738,"(47.693309738, -122.352629784)",12,2008
390424,2008456091,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/06/2008 08:26:00 PM,12/06/2008 12:00:00 AM,12/06/2008 05:00:00 AM,32XX BLOCK OF SW AVALON WY,W,W2,9900.3007,-122.374195746,47.564075606,"(47.564075606, -122.374195746)",12,2008
390425,2008455945,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/06/2008 06:06:00 PM,12/06/2008 05:08:00 PM,,XX BLOCK OF W ROY ST,Q,Q3,7000.5006,-122.357356287,47.625716217,"(47.625716217, -122.357356287)",12,2008
390572,2008454196,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/05/2008 01:17:00 PM,12/05/2008 10:45:00 AM,,22XX BLOCK OF CALIFORNIA AV SW,W,W1,9600.2005,-122.386450771,47.583498166,"(47.583498166, -122.386450771)",12,2008
390851,2008452747,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/04/2008 09:01:00 AM,12/02/2008 03:00:00 PM,12/02/2008 04:00:00 PM,BROADWAY E / E DENNY WY,E,E1,7500.5004,-122.320853755,47.618740091,"(47.618740091, -122.320853755)",12,2008
390853,2008452548,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/04/2008 03:14:00 AM,12/03/2008 09:00:00 PM,12/04/2008 02:00:00 AM,2XX BLOCK OF 1 AV S,K,K2,9200.2022,-122.334183172,47.600478305,"(47.600478305, -122.334183172)",12,2008
390861,2008452773,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/04/2008 11:48:00 AM,11/13/2008 06:00:00 PM,11/14/2008 03:00:00 PM,31XX BLOCK OF WESTERN AV,D,D1,8001.3004,-122.356375788,47.618028638,"(47.618028638, -122.356375788)",12,2008
391133,2008450135,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/02/2008 03:35:00 PM,11/17/2008 12:00:00 AM,12/02/2008 12:30:00 PM,28XX BLOCK OF EASTLAKE AV E,D,D3,6100.3017,-122.325186655,47.646519491,"(47.646519491, -122.325186655)",12,2008
391270,2008448527,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/01/2008 09:42:00 AM,11/27/2008 01:30:00 PM,11/28/2008 01:00:00 AM,5XX BLOCK OF E DENNY WY,E,E1,7402.2002,-122.3246453,47.618485517,"(47.618485517, -122.3246453)",12,2008
391282,2008448539,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/01/2008 10:03:00 AM,11/27/2008 12:00:00 PM,,NE 45 ST / 9 AV NE,U,U2,5200.5006,-122.318776077,47.661306589,"(47.661306589, -122.318776077)",12,2008
391283,2008449104,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/01/2008 11:06:00 PM,11/20/2008 12:00:00 AM,12/01/2008 12:00:00 AM,22XX BLOCK OF 3 AV,D,D1,8001.2009,-122.344143635,47.614320347,"(47.614320347, -122.344143635)",12,2008
391462,2008447949,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/30/2008 08:11:00 PM,11/28/2008 02:00:00 PM,11/28/2008 03:00:00 PM,73XX BLOCK OF 15 AV NW,J,J2,3000.3015,-122.376776957,47.68230978,"(47.68230978, -122.376776957)",11,2008
391470,2008447646,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/30/2008 02:00:00 PM,11/26/2008 05:00:00 AM,11/26/2008 01:30:00 PM,75XX BLOCK OF 9 AV NW,J,J2,3000.1015,-122.368336172,47.684176664,"(47.684176664, -122.368336172)",11,2008
392013,2008443305,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/26/2008 06:14:00 PM,10/25/2008 12:00:00 AM,11/05/2008 12:00:00 AM,4XX BLOCK OF NW 100 PL,N,N1,1400.3010,-122.363625672,47.702624427,"(47.702624427, -122.363625672)",11,2008
392121,2008443190,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/26/2008 02:18:00 PM,11/26/2008 09:30:00 AM,11/26/2008 01:00:00 PM,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320826476,47.616987302,"(47.616987302, -122.320826476)",11,2008
392217,2008441774,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/25/2008 03:06:00 PM,11/24/2008 08:00:00 PM,11/25/2008 08:30:00 AM,29XX BLOCK OF EASTLAKE AV E,D,D3,6100.3010,-122.323965171,47.648099404,"(47.648099404, -122.323965171)",11,2008
392430,2008440412,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/24/2008 10:10:00 PM,11/24/2008 08:00:00 AM,11/24/2008 05:30:00 PM,11XX BLOCK OF COLUMBIA ST,E,E3,8500.1000,-122.323279595,47.608142949,"(47.608142949, -122.323279595)",11,2008
392476,2008440416,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/24/2008 04:30:00 PM,10/30/2008 02:04:00 PM,,16XX BLOCK OF WESTLAKE AV N,D,D2,6700.1006,-122.340524476,47.633593633,"(47.633593633, -122.340524476)",11,2008
392485,2008440675,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/24/2008 05:13:00 PM,11/22/2008 03:00:00 PM,11/22/2008 11:30:00 PM,19XX BLOCK OF 5 AV N,Q,Q2,6700.4023,-122.347131529,47.636091287,"(47.636091287, -122.347131529)",11,2008
392507,2008440850,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/24/2008 05:30:00 PM,11/23/2008 06:00:00 PM,11/23/2008 09:00:00 PM,4XX BLOCK OF DEWEY PL E,C,C3,7700.1007,-122.293736835,47.623082377,"(47.623082377, -122.293736835)",11,2008
392638,2008440264,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/24/2008 11:22:00 AM,11/23/2008 09:00:00 PM,11/24/2008 08:00:00 AM,22XX BLOCK OF THORNDYKE AV W,Q,Q1,5802.3009,-122.387682264,47.638778332,"(47.638778332, -122.387682264)",11,2008
392725,2008439240,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/23/2008 09:12:00 AM,11/22/2008 11:00:00 PM,11/23/2008 07:00:00 AM,6XX BLOCK OF NE 63 ST,J,J3,3600.1039,-122.32204161,47.674343633,"(47.674343633, -122.32204161)",11,2008
392963,2008438066,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/22/2008 10:18:00 AM,11/20/2008 09:00:00 PM,11/21/2008 09:45:00 PM,15XX BLOCK OF 14 AV S,R,R1,9400.1001,-122.314855954,47.589265568,"(47.589265568, -122.314855954)",11,2008
393118,2008436558,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/21/2008 08:36:00 AM,11/18/2008 07:40:00 AM,11/18/2008 05:00:00 PM,48XX BLOCK OF PHINNEY AV N,B,B2,4900.1008,-122.353966882,47.663949433,"(47.663949433, -122.353966882)",11,2008
393120,2008436641,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/21/2008 10:50:00 AM,10/18/2008 05:00:00 PM,10/21/2008 05:00:00 PM,1XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.5001,-122.3586531,47.626723298,"(47.626723298, -122.3586531)",11,2008
393166,2008437150,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/21/2008 04:21:00 PM,11/21/2008 04:15:00 PM,11/21/2008 04:21:00 PM,MARTIN LUTHER KING JR WY S / S MORGAN ST,S,S2,11101.4014,-122.284686005,47.544263321,"(47.544263321, -122.284686005)",11,2008
393209,2008436573,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/21/2008 08:38:00 AM,11/15/2008 04:30:00 PM,,22XX BLOCK OF NW MARKET ST,B,B1,4700.4011,-122.385556758,47.668679183,"(47.668679183, -122.385556758)",11,2008
393232,2008437463,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/21/2008 09:47:00 PM,11/21/2008 08:00:00 PM,11/21/2008 08:30:00 PM,6 AV S / S ROYAL BROUGHAM WY,K,K3,9300.1036,-122.325970187,47.592393718,"(47.592393718, -122.325970187)",11,2008
393432,2008436108,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/20/2008 09:33:00 PM,07/20/2008 12:00:00 AM,11/20/2008 09:33:00 PM,10XX BLOCK OF E HARRISON ST,E,E1,7500.3013,-122.319399038,47.621979853,"(47.621979853, -122.319399038)",11,2008
393511,2008433938,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/19/2008 01:10:00 PM,11/17/2008 09:00:00 AM,11/17/2008 11:00:00 AM,23XX BLOCK OF FAIRVIEW AV E,D,D3,6100.4008,-122.329519761,47.641511335,"(47.641511335, -122.329519761)",11,2008
393524,2008433994,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/19/2008 12:03:00 PM,11/18/2008 05:00:00 PM,11/18/2008 07:00:00 PM,4 AV / VIRGINIA ST,M,M2,7200.1067,-122.340033912,47.613061328,"(47.613061328, -122.340033912)",11,2008
394360,2008430398,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/16/2008 05:08:00 PM,11/15/2008 02:00:00 PM,11/16/2008 02:00:00 PM,20XX BLOCK OF NW 59 ST,B,B1,4700.4000,-122.383478307,47.67163827,"(47.67163827, -122.383478307)",11,2008
394533,2008428814,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/15/2008 01:00:00 PM,11/14/2008 01:00:00 PM,11/14/2008 02:00:00 PM,63XX BLOCK OF 45 AV SW,W,W3,10600.4001,-122.389995041,47.546102079,"(47.546102079, -122.389995041)",11,2008
394863,2008428003,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/14/2008 06:40:00 PM,11/11/2008 01:00:00 PM,11/14/2008 05:30:00 PM,33XX BLOCK OF NW 68 ST,J,J2,3200.7003,-122.400436346,47.678216651,"(47.678216651, -122.400436346)",11,2008
394870,2008427350,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/14/2008 11:15:00 AM,11/13/2008 12:40:00 PM,11/13/2008 01:45:00 PM,5 AV / MADISON ST,K,K1,8100.2024,-122.331797243,47.60655362,"(47.60655362, -122.331797243)",11,2008
395249,2008424999,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/12/2008 06:59:00 PM,08/06/2008 12:00:00 PM,08/13/2008 08:00:00 PM,47XX BLOCK OF 20 AV NE,U,U1,4302.1008,-122.306511946,47.663965126,"(47.663965126, -122.306511946)",11,2008
395375,2008423572,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/11/2008 03:06:00 PM,11/09/2008 08:00:00 PM,11/11/2008 03:00:00 PM,22XX BLOCK OF NW 59 ST,B,B1,4700.4002,-122.386164453,47.671642511,"(47.671642511, -122.386164453)",11,2008
395395,2008423618,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/11/2008 02:25:00 PM,11/01/2008 02:00:00 AM,11/01/2008 02:00:00 PM,54XX BLOCK OF W MARGINAL WY SW,F,F1,10800.1005,-122.345096091,47.547369191,"(47.547369191, -122.345096091)",11,2008
395911,2008418523,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/07/2008 03:46:00 PM,11/07/2008 08:00:00 AM,11/07/2008 03:00:00 PM,6XX BLOCK OF GALER ST,Q,Q2,6700.4024,-122.344884204,47.632299157,"(47.632299157, -122.344884204)",11,2008
396133,2008417386,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/06/2008 07:58:00 PM,11/06/2008 07:30:00 AM,11/06/2008 05:00:00 PM,117XX BLOCK OF 35 AV NE,L,L3,800.1015,-122.291547311,47.714927456,"(47.714927456, -122.291547311)",11,2008
396438,2008414266,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/04/2008 12:20:00 PM,11/01/2008 09:00:00 PM,11/04/2008 10:00:00 AM,8XX BLOCK OF 12 AV,E,E2,8600.2007,-122.316779668,47.609810807,"(47.609810807, -122.316779668)",11,2008
396792,2008412076,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/02/2008 06:58:00 PM,11/02/2008 05:00:00 PM,,4XX BLOCK OF NE 40 ST,B,B3,5200.3018,-122.324005108,47.655523573,"(47.655523573, -122.324005108)",11,2008
396973,2008410691,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/01/2008 03:48:00 PM,11/01/2008 03:00:00 AM,11/01/2008 12:00:00 PM,1XX BLOCK OF PIKE ST,M,M1,8100.3003,-122.33945856,47.609053057,"(47.609053057, -122.33945856)",11,2008
397323,2008407511,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,10/30/2008 10:27:00 AM,10/20/2008 07:00:00 PM,10/30/2008 08:00:00 AM,28XX BLOCK OF ELLIOTT AV,D,D1,8001.5001,-122.353746453,47.615306352,"(47.615306352, -122.353746453)",10,2008
397537,2008405250,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,10/28/2008 05:30:00 PM,10/25/2008 10:00:00 AM,10/26/2008 04:30:00 PM,20XX BLOCK OF NW 63 ST,B,B1,3300.4008,-122.38347764,47.674556793,"(47.674556793, -122.38347764)",10,2008
